Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
"Verify that last two arrows in pagination, are inactivated or not when admin is on last page of pagination on 'Users' page",RE-58,10089,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 12:45 PM,08/Sep/21 9:56 AM,09/Sep/21 5:34 AM,08/Sep/21 9:56 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000jj:,,RE Sprint 1,,,,,,,,Done
Verify that 1st two arrows in pagination are inactivated or not when admin is on 1st page of pagination on 'Users' page,RE-57,10088,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 12:31 PM,08/Sep/21 9:56 AM,09/Sep/21 5:34 AM,08/Sep/21 9:56 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000jb:,,RE Sprint 1,,,,,,,,Done
Verify the availability and position of pagination facility on 'Users' page,RE-56,10087,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 12:14 PM,08/Sep/21 9:56 AM,09/Sep/21 5:34 AM,08/Sep/21 9:56 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000j3:,,RE Sprint 1,,,,,,,,Done
Verify 'Apply' button with validation message,RE-55,10086,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 11:50 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000iv:,,RE Sprint 1,,,,,,,,Done
Verify that 'Apply' button is properly working or not,RE-54,10085,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 11:44 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000in:,,RE Sprint 1,,,,,,,,Done
Verify that 'Apply' button is provided in 'screen options' or not,RE-53,10084,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 11:37 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000if:,,RE Sprint 1,,,,,,,,Done
Verify that 'Number of items per page' number field is not accepting numeric values which are less than 1,RE-52,10083,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 11:28 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,'Number of items per page' is available under ‘pagination’ option in ‘screen options’ on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000i7:,,RE Sprint 1,,,,,,,,Done
Verify that pagination option is having 'Number of items per page' number field or not,RE-51,10082,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 11:10 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,‘pagination’ option is available in ‘screen options’ on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000hz:,,RE Sprint 1,,,,,,,,Done
"Verify that after deselecting 'Posts' checkbox, posts column becomes invisible in the table of user records on 'Users' page",RE-50,10081,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 11:03 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,‘Posts’ checkbox is available under the title ‘columns’ in ‘screen options’ on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000hr:,,RE Sprint 1,,,,,,,,Done
"Verify that after selecting 'Posts' checkbox, posts column becomes visible in the table of user records on 'Users' page",RE-49,10080,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 10:58 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,‘Posts' checkbox is available under the title ‘columns’ in ‘screen options’ on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000hj:,,RE Sprint 1,,,,,,,,Done
Verify that 'Posts' checkbox is showing appropriate sign while selecting or deselecting it,RE-48,10079,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 10:55 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,‘Posts' checkbox is available under the title ‘columns’ in ‘screen options’ on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000hb:,,RE Sprint 1,,,,,,,,Done
Verify that 'Posts' checkbox is clickable or not,RE-47,10078,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 10:44 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,‘Posts' checkbox is available under the title ‘columns’ in ‘screen options’ on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000h3:,,RE Sprint 1,,,,,,,,Done
"Verify that after deselecting 'Role' checkbox, role column becomes invisible in the table of user records on 'Users' page",RE-46,10077,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 10:41 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,‘Role’ checkbox is available under the title ‘columns’ in ‘screen options’ on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000gv:,,RE Sprint 1,,,,,,,,Done
"Verify that after selecting 'Role' checkbox, role column becomes visible in the table of user records on 'Users' page",RE-45,10076,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 10:35 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,‘Role' checkbox is available under the title ‘columns’ in ‘screen options’ on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000gn:,,RE Sprint 1,,,,,,,,Done
Verify that 'Role' checkbox is showing appropriate sign while selecting or deselecting it,RE-44,10075,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 10:32 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,‘Role' checkbox is available under the title ‘columns’ in ‘screen options’ on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000gf:,,RE Sprint 1,,,,,,,,Done
Verify that 'Role' checkbox is clickable or not,RE-43,10074,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 10:29 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,‘Role' checkbox is available under the title ‘columns’ in ‘screen options’ on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000g7:,,RE Sprint 1,,,,,,,,Done
"Verify that after deselecting 'Email' checkbox, email column becomes invisible in the table of user records on 'Users' page",RE-42,10073,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 10:26 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,‘Email' checkbox is available under the title ‘columns’ in ‘screen options’ on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000fz:,,RE Sprint 1,,,,,,,,Done
"Verify that after selecting 'Email' checkbox, email column becomes visible in the table of user records on 'Users' page",RE-41,10072,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 9:55 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,‘Email' checkbox is available under the title ‘columns’ in ‘screen options’ on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000fr:,,RE Sprint 1,,,,,,,,Done
Verify that 'Email' checkbox is showing appropriate sign while selecting or deselecting it,RE-40,10071,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 9:37 AM,08/Sep/21 9:55 AM,09/Sep/21 5:34 AM,08/Sep/21 9:55 AM,,0,‘Email' checkbox is available under the title ‘columns’ in ‘screen options’ on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000fj:,,RE Sprint 1,,,,,,,,Done
Verify that 'Email' checkbox is clickable or not ,RE-39,10070,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 9:12 AM,08/Sep/21 9:54 AM,09/Sep/21 5:34 AM,08/Sep/21 9:54 AM,,0,‘Email' checkbox is available under the title ‘columns’ in ‘screen options’ on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000fb:,,RE Sprint 1,,,,,,,,Done
"Verify 'columns' option with the availability of 3 checkboxes having labels as Email, Role, Posts respectively",RE-38,10069,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 8:55 AM,08/Sep/21 9:54 AM,09/Sep/21 5:34 AM,08/Sep/21 9:54 AM,,0,‘columns’ option is present in ‘screen options' on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000f3:,,RE Sprint 1,,,,,,,,Done
"Verify that after clicking on 'screen options', two options namely 'columns' and 'pagination' are getting displayed or not",RE-37,10068,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 8:38 AM,08/Sep/21 9:54 AM,09/Sep/21 5:34 AM,08/Sep/21 9:54 AM,,0,‘screen options’ is available on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000ev:,,RE Sprint 1,,,,,,,,Done
Verify that 'screen options' is available on 'Users' page or not ,RE-36,10067,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 4:26 AM,08/Sep/21 9:54 AM,09/Sep/21 5:34 AM,08/Sep/21 9:54 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000en:,,RE Sprint 1,,,,,,,,Done
"As an admin, I want only required columns to be displayed and also pagination facility on 'Users' page so that I can maintain all the available records of users properly on 'Users' page",RE-35,10066,Story,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,06/Sep/21 4:22 AM,09/Sep/21 4:03 AM,09/Sep/21 4:02 AM,08/Sep/21 9:56 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,RE-36,RE-37,RE-38,RE-39,RE-40,RE-41,RE-42,RE-43,RE-44,RE-45,RE-46,RE-47,RE-48,RE-49,RE-50,RE-51,RE-52,RE-53,RE-54,RE-55,RE-56,RE-57,RE-58,RE-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000cj:,,RE Sprint 1,,,,,,,,Done
Verify required property details which are getting displayed when admin clicks on any property owned by selected user,RE-34,10065,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 7:20 PM,08/Sep/21 9:51 AM,09/Sep/21 5:34 AM,08/Sep/21 9:51 AM,,0,"On profile page of user, properties owned by that user are visible. ",,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000ef:,,RE Sprint 1,,,,,,,,Done
Verify that each option in the 'sort by' list is displaying correct results or not,RE-33,10064,Test,Blocked,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 7:10 PM,08/Sep/21 9:51 AM,08/Sep/21 5:25 AM,,,0,‘sort by’ dropdown list is available on user’s profile page which gets opened after clicking on view option available below the username of each user record on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,RE-113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000e7:,,RE Sprint 1,,,,,,,,In Progress
Verify 'sort by' list with required options available in it,RE-32,10063,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 6:57 PM,08/Sep/21 9:51 AM,09/Sep/21 5:34 AM,08/Sep/21 9:51 AM,,0,‘sort by’ dropdown list is available on user’s profile page which gets opened after clicking on view option available below the username of each user record on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000dz:,,RE Sprint 1,,,,,,,,Done
Verify profile page of selected user with all required information of that user ,RE-31,10062,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 6:43 PM,08/Sep/21 9:51 AM,09/Sep/21 5:34 AM,08/Sep/21 9:51 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000dr:,,RE Sprint 1,,,,,,,,Done
"Verify that view option which is available below the username of each record on 'Users' page, is navigating to required page or not",RE-30,10061,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 6:29 PM,08/Sep/21 9:51 AM,09/Sep/21 5:34 AM,08/Sep/21 9:51 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000dj:,,RE Sprint 1,,,,,,,,Done
Verify that admin's record is showing only 2 options namely Edit and View below the username of admin on 'Users' page,RE-29,10060,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 6:13 PM,08/Sep/21 9:51 AM,09/Sep/21 5:34 AM,08/Sep/21 9:51 AM,,0,Edit and view options are visible after hovering on admin’s record on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000db:,,RE Sprint 1,,,,,,,,Done
"Verify each user record except admin's record with 3 options namely Edit, Delete, View are visible below the username of respective record",RE-28,10059,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 5:57 PM,08/Sep/21 9:51 AM,09/Sep/21 5:34 AM,08/Sep/21 9:51 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000d3:,,RE Sprint 1,,,,,,,,Done
Verify that all the records of users are getting displayed after clicking on 'Users' module,RE-27,10058,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 5:49 PM,08/Sep/21 9:51 AM,09/Sep/21 5:34 AM,08/Sep/21 9:51 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000cv:,,RE Sprint 1,,,,,,,,Done
"As an admin, I want to view all the records of users so that I can view all the details of any user ",RE-26,10057,Story,Blocked,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 5:44 PM,08/Sep/21 11:00 AM,08/Sep/21 11:09 AM,,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,RE-27,RE-28,RE-29,RE-30,RE-31,RE-32,RE-33,RE-34,RE-116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000cn:,,RE Sprint 1,,,,,,,,In Progress
